"Sample","Transect.ID","Individual.ID","Year","Site","Visit","SiteVisit","Lat","Long","Collected","Transect","NetorPan","Date.Collected","Type","Species.Code","Genus.Code","Sex","RNA.conc.","DWV","SBV","BQCV","Richness","EstRich_338","Abundance","Diversity","APME_ABUND","BOIM_ABUND","LASI_ABUND","PEPR_ABUND","Nat.1000","Land_Richness_1000","floralrichness","totaldensity","Richness_visit","Abundance_visit","Diversity_visit","invsimpson_visit","shannon_visit","APME_ABUND_visit","BOIM_ABUND_visit","LASI_ABUND_visit","PEPR_ABUND_visit","floralrichness_visit","floralsimpson_visit","floralshannon_visit","squashdensity_visit","forbdensity_visit","totaldensity_visit","squashfloralcover_visit","total_Fcover_visit","BGcover_visit","Squashcover_visit","Grasscover_visit","Forbscover_visit"
4207,"BP16C2N","BP16C2N-94",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","C","Net","8/26/2016","APIS","APME","APIS","F","325",1,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4222,"BP16C2N","BP16C2N-109",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","C","Net","8/26/2016","NON","BOIM","BOMB","F","too high",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
2322,"BP16A1N","BP16A1N-7",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","A","Net","8/10/2016","NON","PEPR","PEPO","F","too high",1,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
4208,"BP16C2N","BP16C2N-95",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","C","Net","8/26/2016","NON","PEPR","PEPO","F","496",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4282,"BP16B2P","BP16B2P-169",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Pan","8/26/2016","NON","LASI","LASI","F","318",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4284,"BP16B2P","BP16B2P-171",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Pan","8/26/2016","NON","LASI","LASI","F","20",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
2316,"BP16A1N","BP16A1N-1",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","A","Net","8/10/2016","APIS","APME","APIS","F","520",0,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2354,"BP16B1N","BP16B1N-39",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","B","Net","8/10/2016","APIS","APME","APIS","F","too high",0,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2355,"BP16B1N","BP16B1N-40",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","B","Net","8/10/2016","NON","BOIM","BOMB","F","550",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2358,"BP16B1N","BP16B1N-43",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","B","Net","8/10/2016","NON","BOIM","BOMB","F","too high",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2375,"BP16C1N","BP16C1N-60",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","C","Net","8/10/2016","NON","BOIM","BOMB","F","too high",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
4116,"BP16A2N","BP16A2N-3",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","A","Net","8/26/2016","APIS","APME","APIS","F","461",1,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4117,"BP16A2N","BP16A2N-4",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","A","Net","8/26/2016","APIS","APME","APIS","F","462",1,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4123,"BP16A2N","BP16A2N-10",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","A","Net","8/26/2016","APIS","APME","APIS","F","398",1,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4148,"BP16B2N","BP16B2N-35",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Net","8/26/2016","APIS","APME","APIS","F","282",1,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4151,"BP16B2N","BP16B2N-38",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Net","8/26/2016","APIS","APME","APIS","F","319",1,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4167,"BP16B2N","BP16B2N-54",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Net","8/26/2016","NON","BOIM","BOMB","F","too high",1,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4184,"BP16B2N","BP16B2N-71",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Net","8/26/2016","NON","BOIM","BOMB","F","too high",1,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4217,"BP16C2N","BP16C2N-104",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","C","Net","8/26/2016","APIS","APME","APIS","F","289",1,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4281,"BP16B2P","BP16B2P-168",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Pan","8/26/2016","NON","LASI","LASI","F","13",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4295,"BP16D2P","BP16D2P-182",2016,"BP",2,"BP2",42.5732,-84.38707,"flowers","D","Pan","8/26/2016","NON","LASI","LASI","F","12.2",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
2374,"BP16C1N","BP16C1N-59",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","C","Net","8/10/2016","NON","BOIM","BOMB","F","too high",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2379,"BP16C1N","BP16C1N-64",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","C","Net","8/10/2016","NON","BOIM","BOMB","F","419",0,1,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
4137,"BP16A2N","BP16A2N-24",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","A","Net","8/26/2016","NON","BOIM","BOMB","F","too high",1,1,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
4237,"BP16C2N","BP16C2N-124",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","C","Net","8/26/2016","NON","BOIM","BOMB","F","too high",1,1,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
2415,"BP16B1P","BP16B1P-102",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","B","Pan","8/10/2016","NON","LASI","LASI","F","13.9",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2434,"BP16C1P","BP16C1P-121",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","C","Pan","8/10/2016","NON","LASI","LASI","F","159",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
4270,"BP16A2P","BP16A2P-157",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","A","Pan","8/26/2016","NON","LASI","LASI","F","17.7",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
2320,"BP16A1N","BP16A1N-5",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","A","Net","8/10/2016","APIS","APME","APIS","F","570",0,0,1,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2425,"BP16B1P","BP16B1P-112",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","B","Pan","8/10/2016","NON","LASI","LASI","F","40.9",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
2437,"BP16C1P","BP16C1P-124",2016,"BP",1,"BP1",42.5732,-84.38707,"squash","C","Pan","8/10/2016","NON","LASI","LASI","F","19.8",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,27,159,0.838574423,6.194805195,2.344772517,22,37,45,6,2,0.486111111111111,0.679193265991526,1.83333333333333,1,2.83333333333333,4.04166666666667,0.770833333333333,57.6875,20.4791666666667,16.1041666666667,11.6875
4277,"BP16B2P","BP16B2P-164",2016,"BP",2,"BP2",42.5732,-84.38707,"squash","B","Pan","8/26/2016","NON","LASI","LASI","F","18.4",0,0,0,43,42.533,346,0.80363527,55,126,64,7,0.660719343,24,11,18.47916667,26,187,0.727444308,3.668974924,1.941166106,33,89,19,1,11,0.808015594439645,1.7935037656378,1.58333333333333,32.5416666666667,34.125,4.375,1.16666666666667,58.7916666666667,41.75,16.9375,15.9166666666667
2279,"E16C1P","E16C1P-180",2016,"E",1,"E1",42.50159,-83.66593,"squash","C","Pan","7/27/2016","APIS","APME","APIS","F","161",1,0,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
3393,"E16B2N","E16B2N-34",2016,"E",2,"E2",42.50159,-83.66593,"squash","B","Net","8/22/2016","NON","BOIM","BOMB","F","too high",1,1,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3462,"E16D2N","E16D2N-103",2016,"E",2,"E2",42.50159,-83.66593,"flowers","D","Net","8/22/2016","APIS","APME","APIS","F","179",1,1,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3467,"E16D2N","E16D2N-108",2016,"E",2,"E2",42.50159,-83.66593,"flowers","D","Net","8/22/2016","APIS","APME","APIS","F","172",1,1,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3473,"E16D2N","E16D2N-114",2016,"E",2,"E2",42.50159,-83.66593,"flowers","D","Net","8/22/2016","APIS","APME","APIS","F","243",0,1,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3486,"E16C2P","E16C2P-127",2016,"E",2,"E2",42.50159,-83.66593,"squash","C","Pan","8/22/2016","APIS","APME","APIS","F","113",1,1,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
2118,"E16A1N","E16A1N-18",2016,"E",1,"E1",42.50159,-83.66593,"squash","A","Net","7/27/2016","NON","PEPR","PEPO","F","too high",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2155,"E16B1N","E16B1N-55",2016,"E",1,"E1",42.50159,-83.66593,"squash","B","Net","7/27/2016","NON","PEPR","PEPO","F","222",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2296,"E16C1P","E16C1P-197",2016,"E",1,"E1",42.50159,-83.66593,"squash","C","Pan","7/27/2016","NON","LASI","LASI","F","25.6",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2302,"E16C1P","E16C1P-203",2016,"E",1,"E1",42.50159,-83.66593,"squash","C","Pan","7/27/2016","NON","LASI","LASI","F","58.8",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
3492,"E16D2P","E16D2P-133",2016,"E",2,"E2",42.50159,-83.66593,"flowers","D","Pan","8/22/2016","NON","LASI","LASI","F","24",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
2236,"E16D1N","E16D1N-137",2016,"E",1,"E1",42.50159,-83.66593,"flowers","D","Net","7/27/2016","NON","BOFE","BOMB","F","580",1,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
3425,"E16C2N","E16C2N-66",2016,"E",2,"E2",42.50159,-83.66593,"squash","C","Net","8/22/2016","NON","BOIM","BOMB","F","too high",0,1,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3454,"E16D2N","E16D2N-95",2016,"E",2,"E2",42.50159,-83.66593,"flowers","D","Net","8/22/2016","APIS","APME","APIS","F","89.7",0,0,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3472,"E16D2N","E16D2N-113",2016,"E",2,"E2",42.50159,-83.66593,"flowers","D","Net","8/22/2016","APIS","APME","APIS","F","5.6",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
2114,"E16A1N","E16A1N-14",2016,"E",1,"E1",42.50159,-83.66593,"squash","A","Net","7/27/2016","NON","PEPR","PEPO","F","too high",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2149,"E16A1N","E16A1N-49",2016,"E",1,"E1",42.50159,-83.66593,"squash","A","Net","7/27/2016","NON","PEPR","PEPO","F","too high",0,1,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2179,"E16B1N","E16B1N-80",2016,"E",1,"E1",42.50159,-83.66593,"squash","B","Net","7/27/2016","NON","PEPR","PEPO","F","too high",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2264,"E16A1P","E16A1P-165",2016,"E",1,"E1",42.50159,-83.66593,"squash","A","Pan","7/27/2016","NON","LASI","LASI","F","113",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2272,"E16B1P","E16B1P-173",2016,"E",1,"E1",42.50159,-83.66593,"squash","B","Pan","7/27/2016","NON","LASI","LASI","F","87.9",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
3483,"E16C2P","E16C2P-124",2016,"E",2,"E2",42.50159,-83.66593,"squash","C","Pan","8/22/2016","NON","PEPR","PEPO","M","47",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
2232,"E16D1N","E16D1N-133",2016,"E",1,"E1",42.50159,-83.66593,"flowers","D","Net","7/27/2016","NON","BOBI","BOMB","F","384",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2239,"E16D1N","E16D1N-140",2016,"E",1,"E1",42.50159,-83.66593,"flowers","D","Net","7/27/2016","APIS","APME","APIS","F","273",1,1,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
2280,"E16C1P","E16C1P-181",2016,"E",1,"E1",42.50159,-83.66593,"squash","C","Pan","7/27/2016","APIS","APME","APIS","F","5.7",1,0,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,19,215,0.541092482,2.179088295,1.307584137,8,4,38,140,4,0.661360685009334,1.13480007153256,2.33333333333333,18.5,20.8333333333333,4.58333333333333,1.14583333333333,50.4375,28.1458333333333,9.5625,18.1041666666667
3392,"E16B2N","E16B2N-33",2016,"E",2,"E2",42.50159,-83.66593,"squash","B","Net","8/22/2016","NON","BOIM","BOMB","F","too high",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3397,"E16B2N","E16B2N-38",2016,"E",2,"E2",42.50159,-83.66593,"squash","B","Net","8/22/2016","NON","BOIM","BOMB","F","too high",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3420,"E16C2N","E16C2N-61",2016,"E",2,"E2",42.50159,-83.66593,"squash","C","Net","8/22/2016","NON","BOIM","BOMB","F","too high",0,0,0,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
3461,"E16D2N","E16D2N-102",2016,"E",2,"E2",42.50159,-83.66593,"flowers","D","Net","8/22/2016","APIS","APME","APIS","F","24.2",1,0,1,27,26.448,350,0.747902041,40,76,41,147,0.426470588,23,9,76.5,15,135,0.652620027,2.87869215,1.538835947,32,72,3,7,8,0.358432089455328,0.677318769447566,0.791666666666667,131.375,132.166666666667,3,4.29166666666667,40.4375,37.375,10.6041666666667,26.8125
